date,equity_strat,equity_bh,signal
2010-03-19,1.033002066347253,1.033002066347253,1
2010-03-22,1.0402671670620536,1.0402671670620536,1
2010-03-23,1.0352165546097922,1.0352165546097922,1
2010-03-24,1.0335335255846525,1.0335335255846525,1
2010-03-25,1.0329133253062621,1.0329133253062621,1
2010-03-26,1.0394697538858302,1.0394697538858302,1
2010-03-29,1.0401782465649634,1.0401782465649634,1
2010-03-30,1.0366343475205044,1.0366343475205044,1
2010-03-31,1.0437224147935713,1.0437224147935713,1
2010-04-01,1.0522280955212515,1.0522280955212515,1
2010-04-05,1.054708986362862,1.054708986362862,1
2010-04-06,1.048684286204842,1.048684286204842,1
2010-04-07,1.0523167468341927,1.0523167468341927,1
2010-04-08,1.0592274217533277,1.0592274217533277,1
2010-04-09,1.0609109891467647,1.0609109891467647,1
2010-04-12,1.061708402322988,1.061708402322988,1
2010-04-13,1.0737583410073253,1.0737583410073253,1
2010-04-14,1.0746448541367373,1.0746448541367373,1
2010-04-15,1.057544572184287,1.057544572184287,1
2010-04-16,1.0615310996971055,1.0615310996971055,1
2010-04-19,1.0710117654110398,1.0710117654110398,1
2010-04-20,1.069062692719027,1.069062692719027,1
2010-04-21,1.0722521659678204,1.0722521659678204,1
2010-04-22,1.0792519408401442,1.0792519408401442,1
2010-04-23,1.0751757750058397,1.0751757750058397,1
2010-04-26,1.0497477430479387,1.0497477430479387,1
2010-04-27,1.0577210672577242,1.0577210672577242,1
2010-04-28,1.0708344627851578,1.0708344627851578,1
2010-04-29,1.0526713520859583,1.0526713520859583,1
2010-04-30,1.0663156684824944,1.0663156684824944,1
2010-05-03,1.0412417931361104,1.0412417931361104,1
2010-05-04,1.0350395211680594,1.0350395211680594,1
2010-05-05,1.0006622827336236,1.0006622827336236,1
2010-05-06,0.9857777452364063,0.9857777452364063,1
2010-05-07,1.0291921236359218,1.0291921236359218,1
2010-05-10,1.0262679762296054,1.0262679762296054,1
2010-05-11,1.040621503129671,1.040621503129671,1
2010-05-12,1.027685769140318,1.027685769140318,1
2010-05-13,1.009079671060561,1.009079671060561,1
2010-05-14,1.0096116686662577,1.0096116686662577,1
2010-05-17,0.9958778036762853,0.9958778036762853,1
2010-05-18,0.9902072601297824,0.9902072601297824,1
2010-05-19,0.9528177613443862,0.9528177613443862,1
2010-05-20,0.9667282111358447,0.9667282111358447,1
2010-05-21,0.9543239363838912,0.9543239363838912,1
2010-05-24,0.955298203545749,0.955298203545749,1
2010-05-25,0.9495391881424039,0.9495391881424039,1
2010-05-26,0.9813473330625357,0.9813473330625357,1
2010-05-27,0.9690320685357215,0.9690320685357215,1
2010-05-28,0.952729110031445,0.952729110031445,1
2010-06-01,0.9775375698073026,0.9775375698073026,1
2010-06-02,0.9809043456819783,0.9809043456819783,1
2010-06-03,0.9464382764785021,0.9464382764785021,1
2010-06-04,0.9346544711890874,0.9346544711890874,1
2010-06-07,0.9446665064123717,0.9446665064123717,1
2010-06-08,0.939616163144259,0.939616163144259,1
2010-06-09,0.9670821882912628,0.9670821882912628,1
2010-06-10,0.9717781057637098,0.9717781057637098,1
2010-06-11,0.9702721101803039,0.9702721101803039,1
2010-06-14,0.992333814903777,0.992333814903777,1
2010-06-15,0.9919795685642103,0.9919795685642103,1
2010-06-16,0.9935742154605574,0.9935742154605574,1
2010-06-17,0.9946514006952325,0.9946514006952325,1
2010-06-18,0.9918027145785755,0.9918027145785755,1
2010-06-21,0.9754225899516984,0.9754225899516984,1
2010-06-22,0.9723961525689112,0.9723961525689112,1
2010-06-23,0.9562824305211054,0.9562824305211054,1
2010-06-24,0.9602884290206729,0.9602884290206729,1
2010-06-25,0.9572619916378858,0.9572619916378858,1
2010-06-28,0.9277061104891478,0.9277061104891478,1
2010-06-29,0.918893111191808,0.918893111191808,1
2010-06-30,0.9147980127390516,0.9147980127390516,1
2010-07-01,0.9098128120349017,0.9098128120349017,1
2010-07-02,0.9157774841277825,0.9157774841277825,1
2010-07-06,0.9446205656510095,0.9446205656510095,1
2010-07-07,0.9539680749394328,0.9539680749394328,1
2010-07-08,0.961089879959125,0.961089879959125,1
2010-07-09,0.9617126823509519,0.9617126823509519,1
2010-07-12,0.9762238614340515,0.9762238614340515,1
2010-07-13,0.9761345820247636,0.9761345820247636,1
2010-07-14,0.9764019716123797,0.9764019716123797,1
2010-07-15,0.9495170253141687,0.9495170253141687,1
2010-07-16,0.9551252975942939,0.9551252975942939,1
2010-07-19,0.9657187705785689,0.9657187705785689,1
2010-07-20,0.9531669829131788,0.9531669829131788,1
2010-07-21,0.9744432980190665,0.9744432980190665,1
2010-07-22,0.9829003461438983,0.9829003461438983,1
2010-07-23,0.993137957683715,0.993137957683715,1
2010-07-26,0.9930492166427243,0.9930492166427243,1
2010-07-27,0.9866396728802459,0.9866396728802459,1
2010-07-28,0.9818322234422261,0.9818322234422261,1
2010-07-29,0.9816542029919474,0.9816542029919474,1
2010-07-30,1.003820530621179,1.003820530621179,1
2010-08-02,0.9990134400953573,0.9990134400953573,1
2010-08-03,1.0056901042613033,1.0056901042613033,1
2010-08-04,1.0046220712876808,1.0046220712876808,1
2010-08-05,1.0005268831068748,1.0005268831068748,1
2010-08-06,1.0058682144396314,1.0058682144396314,1
2010-08-09,1.0004379626097848,1.0004379626097848,1
2010-08-10,0.9730193138729358,0.9730193138729358,1
2010-08-11,0.9670543725959065,0.9670543725959065,1
2010-08-12,0.9642058659353485,0.9642058659353485,1
2010-08-13,0.9637604558974536,0.9637604558974536,1
2010-08-16,0.9756007001300263,0.9756007001300263,1
2010-08-17,0.9773809943608627,0.9773809943608627,1
2010-08-18,0.9603776187019111,0.9603776187019111,1
2010-08-19,0.9572619916378855,0.9572619916378855,1
2010-08-20,0.9536119443108257,0.9536119443108257,1
2010-08-23,0.9394569855843825,0.9394569855843825,1
2010-08-24,0.9431073020955909,0.9431073020955909,1
2010-08-25,0.9367866788302023,0.9367866788302023,1
2010-08-26,0.9512976784572028,0.9512976784572028,1
2010-08-27,0.937498760631317,0.937498760631317,1
2010-08-30,0.937498760631317,0.937498760631317,1
2010-08-31,0.9655408398563393,0.9655408398563393,1
2010-09-01,0.9745322185161558,0.9745322185161558,1
2010-09-02,0.9871735547749826,0.9871735547749826,1
2010-09-03,0.9760453923435247,0.9760453923435247,1
2010-09-07,0.982900346143898,0.982900346143898,1
2010-09-08,0.9874404957223512,0.9874404957223512,1
2010-09-09,0.9924259656106497,0.9924259656106497,1
2010-09-10,1.0034643999925719,1.0034643999925719,1
2010-09-13,1.0028415078726955,1.0028415078726955,1
2010-09-14,1.0066693961939348,1.0066693961939348,1
2010-09-15,1.0064028141587644,1.0064028141587644,1
2010-09-16,1.0067784157741204,1.0067784157741204,1
2010-09-17,1.0221723394085513,1.0221723394085513,1
2010-09-20,1.0201134395839069,1.0201134395839069,1
2010-09-21,1.0151019485612431,1.0151019485612431,1
2010-09-22,1.0068678746395074,1.0068678746395074,1
2010-09-23,1.0276317528544971,1.0276317528544971,1
2010-09-24,1.0227091823289232,1.0227091823289232,1
2010-09-27,1.0262894212334441,1.0262894212334441,1
2010-09-28,1.0244993466452084,1.0244993466452084,1
2010-09-29,1.0214562198452075,1.0214562198452075,1
2010-09-30,1.0257523091289238,1.0257523091289238,1
2010-10-01,1.0180552575836586,1.0180552575836586,1
2010-10-04,1.0385504900183387,1.0385504900183387,1
2010-10-05,1.0384613900651498,1.0384613900651498,1
2010-10-06,1.0372079789411868,1.0372079789411868,1
2010-10-07,1.04302531757673,1.04302531757673,1
2010-10-08,1.0440096342801357,1.0440096342801357,1
2010-10-11,1.0472316788109104,1.0472316788109104,1
2010-10-12,1.055376293867259,1.055376293867259,1
2010-10-13,1.051259301770416,1.051259301770416,1
2010-10-14,1.0534074810043483,1.0534074810043483,1
2010-10-15,1.058598697310232,1.058598697310232,1
2010-10-18,1.0447262922117766,1.0447262922117766,1
2010-10-19,1.0549287303561754,1.0549287303561754,1
2010-10-20,1.0572558273208819,1.0572558273208819,1
2010-10-21,1.0592251785520899,1.0592251785520899,1
2010-10-22,1.0623574053052793,1.0623574053052793,1
2010-10-25,1.062536412764103,1.062536412764103,1
2010-10-26,1.0594936448763004,1.0594936448763004,1
2010-10-27,1.059672472879025,1.059672472879025,1
2010-10-28,1.0604780513077559,1.0604780513077559,1
2010-10-29,1.060836066225403,1.060836066225403,1
2010-11-01,1.0692489681498634,1.0692489681498634,1
2010-11-02,1.0735448779774805,1.0735448779774805,1
2010-11-03,1.0942193870551329,1.0942193870551329,1
2010-11-04,1.098335840783679,1.098335840783679,1
2010-11-05,1.0962775690553812,1.0962775690553812,1
2010-11-08,1.0884019586915403,1.0884019586915403,1
2010-11-09,1.0927869684723464,1.0927869684723464,1
2010-11-10,1.0886702455596518,1.0886702455596518,1
2010-11-11,1.075782336620701,1.075782336620701,1
2010-11-12,1.0742608180847255,1.0742608180847255,1
2010-11-15,1.0575242039170434,1.0575242039170434,1
2010-11-16,1.058061226293514,1.058061226293514,1
2010-11-17,1.0736343368428678,1.0736343368428678,1
2010-11-18,1.0765880047774814,1.0765880047774814,1
2010-11-19,1.075692698299215,1.075692698299215,1
2010-11-22,1.0601203055742576,1.0601203055742576,1
2010-11-23,1.075782336620701,1.075782336620701,1
2010-11-24,1.0632526220554968,1.0632526220554968,1
2010-11-26,1.0664746665862717,1.0664746665862717,1
2010-11-29,1.0604780513077563,1.0604780513077563,1
2010-11-30,1.0830321835670809,1.0830321835670809,1
2010-12-01,1.0969039605691897,1.0969039605691897,1
2010-12-02,1.099857897687952,1.099857897687952,1
2010-12-03,1.0986943043415742,1.0986943043415742,1
2010-12-06,1.099320965039531,1.099320965039531,1
2010-12-07,1.1033482290868386,1.1033482290868386,1
2010-12-08,1.1076443183705549,1.1076443183705549,1
2010-12-09,1.114088317704055,1.114088317704055,1
2010-12-10,1.1148039886271512,1.1148039886271512,1
2010-12-13,1.115788305330557,1.115788305330557,1
2010-12-14,1.1106869965303081,1.1106869965303081,1
2010-12-15,1.117131085591858,1.117131085591858,1
2010-12-16,1.1183279680446137,1.1183279680446137,1
2010-12-17,1.1210269877746453,1.1210269877746453,1
2010-12-20,1.1281342568503128,1.1281342568503128,1
2010-12-21,1.1316430722274036,1.1316430722274036,1
2010-12-22,1.1300236603893845,1.1300236603893845,1
2010-12-23,1.1304738260139047,1.1304738260139047,1
2010-12-27,1.1320928789397255,1.1320928789397255,1
2010-12-28,1.132902584858735,1.132902584858735,1
2010-12-29,1.1311036271935953,1.1311036271935953,1
2010-12-30,1.1313734394385488,1.1313734394385488,1
2010-12-31,1.1430696701516168,1.1430696701516168,1
2011-01-03,1.142439330603629,1.142439330603629,1
2011-01-04,1.1483778021060451,1.1483778021060451,1
2011-01-05,1.1461286788163851,1.1461286788163851,1
2011-01-06,1.1438791068864775,1.1438791068864775,1
2011-01-07,1.142439330603629,1.142439330603629,1
2011-01-10,1.146488488295023,1.146488488295023,1
2011-01-11,1.1568345810467284,1.1568345810467284,1
2011-01-12,1.1549455364198549,1.1549455364198549,1
2011-01-13,1.16331303595125,1.16331303595125,1
2011-01-14,1.165292257267907,1.165292257267907,1
2011-01-18,1.1538658387997927,1.1538658387997927,1
2011-01-19,1.1523363344674085,1.1523363344674085,1
2011-01-20,1.1549455364198549,1.1549455364198549,1
2011-01-21,1.161513360461714,1.161513360461714,1
2011-01-24,1.1621431616414046,1.1621431616414046,1
2011-01-25,1.166641318492675,1.166641318492675,1
2011-01-26,1.1695207813303228,1.1695207813303228,1
2011-01-27,1.1490975107913703,1.1490975107913703,1
2011-01-28,1.1577343739274717,1.1577343739274717,1
2011-01-31,1.176268330655402,1.176268330655402,1
2011-02-01,1.1740194765498906,1.1740194765498906,1
2011-02-02,1.1766280504059903,1.1766280504059903,1
2011-02-03,1.1799570507718116,1.1799570507718116,1
2011-02-04,1.1873347601887794,1.1873347601887794,1
2011-02-07,1.192732530464694,1.192732530464694,1
2011-02-08,1.1900341388310092,1.1900341388310092,1
2011-02-09,1.190483766087232,1.190483766087232,1
2011-02-10,1.197591483803147,1.197591483803147,1
2011-02-11,1.2004700493602996,1.2004700493602996,1
2011-02-14,1.1966914217382554,1.1966914217382554,1
2011-02-15,1.2042490358945421,1.2042490358945421,1
2011-02-16,1.207847848505317,1.207847848505317,1
2011-02-17,1.2103667840399306,1.2103667840399306,1
2011-02-18,1.1860750681013486,1.1860750681013486,1
2011-02-22,1.1787878045583127,1.1787878045583127,1
2011-02-23,1.1779778294551546,1.1779778294551546,1
2011-02-24,1.1905733146806687,1.1905733146806687,1
2011-02-25,1.1979512035537356,1.1979512035537356,1
2011-02-28,1.1779778294551548,1.1779778294551548,1
2011-03-01,1.1804971239019668,1.1804971239019668,1
2011-03-02,1.200830397207235,1.200830397207235,1
2011-03-03,1.1918331862241986,1.1918331862241986,1
2011-03-04,1.1824759863064254,1.1824759863064254,1
2011-03-07,1.1928228866105763,1.1928228866105763,1
2011-03-08,1.1911135672669226,1.1911135672669226,1
2011-03-09,1.1690709746180008,1.1690709746180008,1
2011-03-10,1.1771683029922444,1.1771683029922444,1
2011-03-11,1.1700604058202302,1.1700604058202302,1
2011-03-14,1.156654766035459,1.156654766035459,1
2011-03-15,1.135242064294277,1.135242064294277,1
2011-03-16,1.150266757004869,1.150266757004869,1
2011-03-17,1.1544511348669133,1.1544511348669133,1
2011-03-18,1.1723422798479703,1.1723422798479703,1
2011-03-21,1.1682757149149663,1.1682757149149663,1
2011-03-22,1.1716196101370104,1.1716196101370104,1
2011-03-23,1.1828238619544746,1.1828238619544746,1
2011-03-24,1.1864384667019678,1.1864384667019678,1
2011-03-25,1.1835470700337318,1.1835470700337318,1
2011-03-28,1.1914990389677276,1.1914990389677276,1
2011-03-29,1.1997214482430236,1.1997214482430236,1
2011-03-30,1.1980954862573885,1.1980954862573885,1
2011-03-31,1.2031554304268015,1.2031554304268015,1
2011-04-01,1.204149706943706,1.204149706943706,1
2011-04-04,1.203968456283644,1.203968456283644,1
2011-04-05,1.2077638630509515,1.2077638630509515,1
2011-04-06,1.2046913951787526,1.2046913951787526,1
2011-04-07,1.2005347432840148,1.2005347432840148,1
2011-04-08,1.1969204974487198,1.1969204974487198,1
2011-04-11,1.1879743417258692,1.1879743417258692,1
2011-04-12,1.1878844342202344,1.1878844342202344,1
2011-04-13,1.1887877264949096,1.1887877264949096,1
2011-04-14,1.1931250906814121,1.1931250906814121,1
2011-04-15,1.1797522016347215,1.1797522016347215,1
2011-04-18,1.1865291817600483,1.1865291817600483,1
2011-04-19,1.2027037394254392,1.2027037394254392,1
2011-04-20,1.2088479573454407,1.2088479573454407,1
2011-04-21,1.207582881575038,1.207582881575038,1
2011-04-25,1.217974466447858,1.217974466447858,1
2011-04-26,1.225926614837953,1.225926614837953,1
2011-04-27,1.2299023749848272,1.2299023749848272,1
2011-04-28,1.2327935921969642,1.2327935921969642,1
2011-04-29,1.2308961131334342,1.2308961131334342,1
2011-05-02,1.2264684825290986,1.2264684825290986,1
2011-05-03,1.218335801303338,1.218335801303338,1
2011-05-04,1.207311813137391,1.207311813137391,1
2011-05-05,1.2126431846566492,1.2126431846566492,1
2011-05-06,1.2173417042425325,1.2173417042425325,1
2011-05-09,1.2277336480275507,1.2277336480275507,1
2011-05-10,1.2148119116139253,1.2148119116139253,1
2011-05-11,1.2205949741345459,1.2205949741345459,1
2011-05-12,1.2111974863225312,1.2111974863225312,1
2011-05-13,1.2035169447383807,1.2035169447383807,1
2011-05-16,1.2033359632624674,1.2033359632624674,1
2011-05-17,1.2140887932627176,1.2140887932627176,1
2011-05-18,1.2169805488431518,1.2169805488431518,1
2011-05-19,1.2073118131373908,1.2073118131373908,1
2011-05-20,1.1933058927012263,1.1933058927012263,1
2011-05-23,1.1923117956404212,1.1923117956404212,1
2011-05-24,1.1962880044275428,1.1962880044275428,1
2011-05-25,1.2017995498702687,1.2017995498702687,1
2011-05-26,1.2064078030383194,1.2064078030383194,1
2011-05-27,1.218968204596465,1.218968204596465,1
2011-05-31,1.1915889464733622,1.1915889464733622,1
2011-06-01,1.190324139887108,1.190324139887108,1
2011-06-02,1.1784867669521206,1.1784867669521206,1
2011-06-03,1.166016990724006,1.166016990724006,1
2011-06-06,1.1652940518288977,1.1652940518288977,1
2011-06-07,1.1604143713110018,1.1604143713110018,1
2011-06-08,1.1692700811599204,1.1692700811599204,1
2011-06-09,1.153004987892548,1.153004987892548,1
2011-06-10,1.1539087288074705,1.1539087288074705,1
2011-06-13,1.1685470525367623,1.1685470525367623,1
2011-06-14,1.1477640622472214,1.1477640622472214,1
2011-06-15,1.1502941240599773,1.1502941240599773,1
2011-06-16,1.1537270295071609,1.1537270295071609,1
2011-06-17,1.1596292508775647,1.1596292508775647,1
2011-06-20,1.1755208960027699,1.1755208960027699,1
2011-06-21,1.1684379432285266,1.1684379432285266,1
2011-06-22,1.1650777175014668,1.1650777175014668,1
2011-06-23,1.1515474454558907,1.1515474454558907,1
2011-06-24,1.1618086554727354,1.1618086554727354,1
2011-06-27,1.1769738623089,1.1769738623089,1
2011-06-28,1.1870532832973857,1.1870532832973857,1
2011-06-29,1.1984044199319397,1.1984044199319397,1
2011-06-30,1.216112519691944,1.216112519691944,1
2011-07-01,1.2151135773164639,1.2151135773164639,1
2011-07-05,1.2165663641664952,1.2165663641664952,1
2011-07-06,1.2291895753593158,1.2291895753593158,1
2011-07-07,1.2204714186103354,1.2204714186103354,1
2011-07-08,1.1984044199319397,1.1984044199319397,1
2011-07-11,1.1932288163066753,1.1932288163066753,1
2011-07-12,1.1972241371683483,1.1972241371683483,1
2011-07-13,1.1889602735341667,1.1889602735341667,1
2011-07-14,1.1958622448324965,1.1958622448324965,1
2011-07-15,1.186054699834104,1.186054699834104,1
2011-07-18,1.2053062117741706,1.2053062117741706,1
2011-07-19,1.2045795940290311,1.2045795940290311,1
2011-07-20,1.221288482229407,1.221288482229407,1
2011-07-21,1.2221057253045775,1.2221057253045775,1
2011-07-22,1.2152951868887245,1.2152951868887245,1
2011-07-25,1.210754947582222,1.210754947582222,1
2011-07-26,1.1859639847760237,1.1859639847760237,1
2011-07-27,1.1825132234469826,1.1825132234469826,1
2011-07-28,1.174430969385061,1.174430969385061,1
2011-07-29,1.169436526691809,1.169436526691809,1
2011-08-01,1.1395606753184269,1.1395606753184269,1
2011-08-02,1.1457355802313698,1.1457355802313698,1
2011-08-03,1.0920673495150717,1.0920673495150717,1
2011-08-04,1.0904329530927803,1.0904329530927803,1
2011-08-05,1.019420559585394,1.019420559585394,1
2011-08-08,1.0668230806026193,1.0668230806026193,1
2011-08-09,1.0196922561193877,1.0196922561193877,1
2011-08-10,1.065460560170421,1.065460560170421,1
2011-08-11,1.0726344074588439,1.0726344074588439,1
2011-08-12,1.0953370396401498,1.0953370396401498,1
2011-08-15,1.0859832493882589,1.0859832493882589,1
2011-08-16,1.0867101363175469,1.0867101363175469,1
2011-08-17,1.0398525337451514,1.0398525337451514,1
2011-08-18,1.022871141458336,1.022871141458336,1
2011-08-19,1.0236885639896054,1.0236885639896054,1
2011-08-22,1.057378575292648,1.057378575292648,1
2011-08-23,1.0722712780423729,1.0722712780423729,1
2011-08-24,1.0559253398023687,1.0559253398023687,1
2011-08-25,1.071272066482744,1.071272066482744,1
2011-08-26,1.1020561451735256,1.1020561451735256,1
2011-08-29,1.1049624366979847,1.1049624366979847,1
2011-08-30,1.109866164333156,1.109866164333156,1
2011-08-31,1.0982424338841128,1.0982424338841128,1
2011-09-01,1.0701823193211337,1.0701823193211337,1
2011-09-02,1.062372748801751,1.062372748801751,1
2011-09-06,1.0923399433295604,1.0923399433295604,1
2011-09-07,1.080988896423056,1.080988896423056,1
2011-09-08,1.0526566366858354,1.0526566366858354,1
2011-09-09,1.05946690591754,1.05946690591754,1
2011-09-12,1.0691837358578518,1.0691837358578518,1
2011-09-13,1.0839855440933972,1.0839855440933972,1
2011-09-14,1.102692137588634,1.102692137588634,1
2011-09-15,1.1092185969996573,1.1092185969996573,1
2011-09-16,1.0981737021981686,1.0981737021981686,1
2011-09-19,1.0968958850447317,1.0968958850447317,1
2011-09-20,1.0645831993020611,1.0645831993020611,1
2011-09-21,1.0301713258405045,1.0301713258405045,1
2011-09-22,1.0363782636671315,1.0363782636671315,1
2011-09-23,1.0610234183928342,1.0610234183928342,1
2011-09-26,1.072889504303673,1.072889504303673,1
2011-09-27,1.0509824907375995,1.0509824907375995,1
2011-09-28,1.0592892443794593,1.0592892443794593,1
2011-09-29,1.0328183930298551,1.0328183930298551,1
2011-09-30,1.0034265347556683,1.0034265347556683,1
2011-10-03,1.0254246222920207,1.0254246222920207,1
2011-10-04,1.0444109878457097,1.0444109878457097,1
2011-10-05,1.0633053821486247,1.0633053821486247,1
2011-10-06,1.0561857306021214,1.0561857306021214,1
2011-10-07,1.0915100485994058,1.0915100485994058,1
2011-10-10,1.0926060767244836,1.0926060767244836,1
2011-10-11,1.1021905577917306,1.1021905577917306,1
2011-10-12,1.099999309094021,1.099999309094021,1
2011-10-13,1.1188027191547067,1.1188027191547067,1
2011-10-14,1.0974438542432463,1.0974438542432463,1
2011-10-17,1.1188942417652332,1.1188942417652332,1
2011-10-18,1.1056586366343322,1.1056586366343322,1
2011-10-19,1.1104966833372436,1.1104966833372436,1
2011-10-20,1.1315816982415212,1.1315816982415212,1
2011-10-21,1.1174810925143772,1.145455987629017,-1
2011-10-24,1.1392086560527048,1.1231844987257296,-1
2011-10-25,1.127636238614806,1.1345941380485807,-1
2011-10-26,1.1666924586985936,1.1741182671324295,1
2011-10-27,1.1667317731902784,1.1738438787569496,-1
2011-10-28,1.1948569667346016,1.1455472410553946,-1
2011-10-31,1.2281794420439949,1.1135999279304332,-1
2011-11-01,1.208146123583003,1.1317642948223263,-1
2011-11-02,1.1861248714694774,1.1523933117788638,-1
2011-11-03,1.1933588122380676,1.1453650931148374,-1
2011-11-04,1.1859407356423013,1.1524848343893903,-1
2011-11-07,1.1707244752457877,1.1672718374967623,-1
2011-11-08,1.1272797037226197,1.1241886453280827,1
2011-11-09,1.1164372255205801,1.1347765551732867,-1
2011-11-10,1.1372280598882514,1.1561358687249947,1
2011-11-11,1.1264539991049043,1.1451826759901313,1
2011-11-14,1.1320202426628547,1.150841465162145,1
2011-11-15,1.1140636217916244,1.132586293484122,1
2011-11-16,1.096375666213744,1.1146042539888854,1
2011-11-17,1.0952085079222662,1.1134176902618262,1
2011-11-18,1.0743781216267683,1.092240973290923,1
2011-11-21,1.0701577640932238,1.087950447146278,1
2011-11-22,1.0465439029763153,1.06394397667717,1
2011-11-23,1.0445687188107844,1.0619359526566121,1
2011-11-25,1.074826838562179,1.092697150694762,1
2011-11-28,1.077879419979984,1.0958004850160012,1
2011-11-29,1.1222337298319687,1.1408922395735357,1
2011-11-30,1.122054119492952,1.1407096429927308,1
2011-12-01,1.1210667480617087,1.1397058553025758,1
2011-12-02,1.133277426775363,1.1521195514997307,1
2011-12-05,1.1336367357140051,1.15248483438939,1
2011-12-06,1.1378565636838964,1.156774822165738,1
2011-12-07,1.1128958456758846,1.1313991016607161,1
2011-12-08,1.1317511360664605,1.150567884339111,1
2011-12-09,1.1152305153012754,1.1337725880270324,1
2011-12-12,1.104815586935353,1.1231844987257296,1
2011-12-13,1.0930534486358918,1.1112268004763148,1
2011-12-14,1.0970039934881712,1.1152430279735295,1
2011-12-15,1.0986303717275134,1.1168964467423226,1
2011-12-16,1.0868839438164282,1.1049547200857253,1
2011-12-19,1.0537773102657404,1.138390801008582,-1
2011-12-20,1.0517362231238825,1.1405957780978704,-1
2011-12-21,1.042419464775954,1.1506996948438792,-1
2011-12-22,1.033099281195554,1.1609880027316837,-1
2011-12-23,1.0322819176615339,1.1619065487747797,-1
2011-12-27,1.045829321370167,1.1466579845805964,-1
2011-12-28,1.0350214643968143,1.1585078297144695,-1
2011-12-29,1.0401091438127352,1.1528131493226415,-1
2011-12-30,1.0564760220707512,1.1711840701845655,1
2012-01-03,1.0546072393962218,1.173021521182956,-1
2012-01-04,1.0517994333081802,1.1761445956750929,-1
2012-01-05,1.0488781858223037,1.1731132232495813,1
2012-01-06,1.0514243078973842,1.1759609223576937,1
2012-01-09,1.060540671633077,1.186157079538625,1
2012-01-10,1.059753666350626,1.186800070741597,-1
2012-01-11,1.062084409593891,1.1896475903936101,1
2012-01-12,1.0673663521980619,1.1834933229320606,-1
2012-01-13,1.0632242707838777,1.1880860531475417,-1
2012-01-17,1.0514687911010345,1.2012220601434582,-1
2012-01-18,1.045921063662636,1.2075599111943576,-1
2012-01-19,1.0420226017669332,1.2120608496151637,-1
2012-01-20,1.0447076218362616,1.2089376853949771,-1
2012-01-23,1.0458982301082556,1.2075599111943576,-1
2012-01-24,1.0371465832741038,1.2176642765806138,-1
2012-01-25,1.0424667459841837,1.2114181275963398,-1
2012-01-26,1.0429412263617492,1.2108667487319433,-1
2012-01-27,1.0465015630305792,1.206733156945936,-1
2012-01-30,1.0468997364638075,1.2062740185164622,-1
2012-01-31,1.0558581983095623,1.2168375223321926,1
